event_date,month,year,day,date_description,name,city,country,kind,latitude,longitude,part_of_the_world
3 Oct 2015,10,2015,3,Oct-15,Tartu City Marathon,Tartu,Estonia,M/H/R,58.377625,26.729006,Europe
3 Oct 2015,10,2015,3,Oct-15,Legends Marathon,East London,South Africa,U/H,-33.029158,27.854586,Africa
4 Oct 2015,10,2015,4,Oct-15,1/2 Maraton Scotiabank,Santiago,Peru,H,-14.176111,-75.716796,Latin America
4 Oct 2015,10,2015,4,Oct-15,Lloyds Bank Cardiff Half Marathon,Cardiff,Wales,H,51.481581,-3.179089,Europe
4 Oct 2015,10,2015,4,Oct-15,Belfius Brussels Marathon & Half Marathon,Brussels,Belgium,M/H,50.850339,4.35171,Europe
4 Oct 2015,10,2015,4,Oct-15,RAHAL 10k International Marrakech,Marrakech,Morocco,R,31.629472,-7.981084,Africa
4 Oct 2015,10,2015,4,Oct-15,Bournemouth Marathon Festival,Bournemouth,England,M/H/R,50.719164,-1.880768,Europe
4 Oct 2015,10,2015,4,Oct-15,RheinEnergieMarathon Cologne,Cologne,Germany,M/H,50.937531,6.960278,
4 Oct 2015,10,2015,4,Oct-15,Kosice Peace Marathon,Kosice,Slovakia,M,48.721005,21.257799,
4 Oct 2015,10,2015,4,Oct-15,Portland Marathon,Portland OR,USA,M,45.523062,-122.676481,
4 Oct 2015,10,2015,4,Oct-15,Bila Tserkva Marathon,Bila Tserkva,Ukraine,M/R,49.796797,30.131085,
4 Oct 2015,10,2015,4,Oct-15,Colombo Marathon,Colombo,Sri Lanka,M/H,6.927078,79.861243,
4 Oct 2015,10,2015,4,Oct-15,Hans Christian Andersen Marathon,Odense,Denmark,M,55.403755,10.40237,
4 Oct 2015,10,2015,4,Oct-15,Gatorade Caracas Rock 10K,Caracas,Venezuela,R,10.480593,-66.903606,
4 Oct 2015,10,2015,4,Oct-15,Queretaro Maraton,Queretaro,Mexico,M/H/R,20.588793,-100.389888,
4 Oct 2015,10,2015,4,Oct-15,3 Country Sparkasse Marathon,Lake Constance,Austria,M/H,47.636337,9.389244,
4 Oct 2015,10,2015,4,Oct-15,Silesia Marathon,Silesia,Poland,M/H/R,50.571659,19.321976,
4 Oct 2015,10,2015,4,Oct-15,Turin Marathon,Turin,Italy,M,45.070312,7.686856,
4 Oct 2015,10,2015,4,Oct-15,Bucharest Marathon,Bucharest,Romania,M/H,44.426767,26.102538,
4 Oct 2015,10,2015,4,Oct-15,Guayaquil Marathon,Guayaquil,Ecuador,M,-2.170997,-79.922359,
4 Oct 2015,10,2015,4,Oct-15,A de Maraton Ciudad de Bucaramanga a Fundacion Cardiovascular de Colombia,Bucaramanga,Colombia,R,7.119349,-73.122741,
4 Oct 2015,10,2015,4,Oct-15,Standard Chartered KL Marathon,Kuala Lumpur,Malaysia,M/H/R,3.139003,101.686854,
5 Oct 2015,10,2015,5,Oct-15,Incheon Songdo International Half Marathon,Incheon,South Korea,H/R,37.456255,126.705206,
9 Oct 2015,10,2015,9,Oct-15,Samsung Amman International Marathon,Amman,Jordan,M/R,31.956578,35.945695,
9 Oct 2015,10,2015,9,Oct-15,Lake Tahoe Triple Marathons & Triple Half Marathons,Lake Tahoe,USA,M/H,39.096849,-120.03235,
10 Oct 2015,10,2015,10,Oct-15,International Thessaloniki Night Half Marathon & 5km,Thessaloniki,Greece,H/R,40.640062,22.944419,
10 Oct 2015,10,2015,10,Oct-15,BMO Okanagan Marathon,Okanagan,Canada,M,49.83385,-119.523609,
11 Oct 2015,10,2015,11,Oct-15,Novi Sad Marathon,Novi Sad,Serbia,M,45.267135,19.833549,
11 Oct 2015,10,2015,11,Oct-15,Zagreb Marathon & Half Marathon,Zagreb,Croatia,M/H,45.81501,15.981919,
11 Oct 2015,10,2015,11,Oct-15,Buenos Aires International Marathon,Buenos Aires,Argentina,M,-34.603684,-58.381559,
11 Oct 2015,10,2015,11,Oct-15,Munich Marathon,Munich,Germany,M/H/R,48.135125,11.58198,
11 Oct 2015,10,2015,11,Oct-15,Bank of America Chicago Marathon,Chicago,USA,M,41.878113,-87.629798,
11 Oct 2015,10,2015,11,Oct-15,De Lage Landen Marathon Eindhoven,Eindhoven,Netherlands,M,51.441641,5.469722,
11 Oct 2015,10,2015,11,Oct-15,Goodlife Fitness Victoria Marathon,Victoria BC,Canada,M,48.42842,-123.365644,
11 Oct 2015,10,2015,11,Oct-15,Poznan Marathon,Poznan,Poland,M,52.406374,16.925168,
11 Oct 2015,10,2015,11,Oct-15,30th Spar Budapest Marathon,Budapest,Hungary,M,47.497912,19.040234,
11 Oct 2015,10,2015,11,Oct-15,Dong-A Ilbo Gyeongju International Marathon,Gyeongju,South Korea,M,35.856171,129.224747,
11 Oct 2015,10,2015,11,Oct-15,1/2 Maratona Del Concilio Cittaa Di Trento,Trento,Italy,H,46.074779,11.121748,
11 Oct 2015,10,2015,11,Oct-15,Meia-Maratona Ribeirinha,Moita,Portugal,H,38.652732,-8.990204,
18 Oct 2015,10,2015,18,Oct-15,Medio Maraton Valencia Trinidad Alfonso,Valencia,Spain,M,39.469907,-0.376288,
18 Oct 2015,10,2015,18,Oct-15,TCS Amsterdam Marathon,Amsterdam,Netherlands,M,52.370215,4.895167,
18 Oct 2015,10,2015,18,Oct-15,Linker Oevert 1/2 Marathon,Antwerpen,Belgium,H,51.219447,4.402464,
18 Oct 2015,10,2015,18,Oct-15,Scotiabank Toronto Waterfront Marathon & Half Marathon,Toronto,Canada,M/H,43.653226,-79.383184,
18 Oct 2015,10,2015,18,Oct-15,Vodafone Rock'n'Roll Lisbon Marathon & Half Marathon,Lisbon,Portugal,H/M,38.722252,-9.139336,
18 Oct 2015,10,2015,18,Oct-15,Medibank Melbourne Marathon Festival,Melbourne,Australia,M,-37.814107,144.963279,
18 Oct 2015,10,2015,18,Oct-15,5th Lake Maggiore Marathon,Lake Maggiore,Italy,M/H/R,45.967621,8.653258,
18 Oct 2015,10,2015,18,Oct-15,Maraton Internacional de Guadalajara,Guadalajara,Mexico,M,20.659698,-103.349609,
24 Oct 2015,10,2015,24,Oct-15,Polar Circle Marathon,Kangerlussuaq,Greenland,M/H,67.009478,-50.72115,
25 Oct 2015,10,2015,25,Oct-15,Standard Chartered Nairobi Marathon,Nairobi,Kenya,M,-1.292065,36.821946,
25 Oct 2015,10,2015,25,Oct-15,Maraton Aguascalientes,Aguascalientes,Mexico,M/H/R,21.885256,-102.291567,
25 Oct 2015,10,2015,25,Oct-15,BMW Frankfurt Marathon,Frankfurt am Main,Germany,M,50.110922,8.682126,
25 Oct 2015,10,2015,25,Oct-15,SwissCityMarathon a Lucerne,Lucerne,Switzerland,M,47.050168,8.309307,
25 Oct 2015,10,2015,25,Oct-15,Marine Corps Marathon,Arlington VA,USA,M,38.879969,-77.106769,
25 Oct 2015,10,2015,25,Oct-15,Lausanne Marathon,Lausanne,Switzerland,M,46.519653,6.632273,
25 Oct 2015,10,2015,25,Oct-15,Osaka Marathon,Osaka,Japan,M,34.693737,135.502165,
25 Oct 2015,10,2015,25,Oct-15,Ljubljanski Marathon,Ljubljana,Slovenia,M/H/R,46.056946,14.505751,
25 Oct 2015,10,2015,25,Oct-15,Podgorica Marathon,Podgorica,Montenegro,M,42.430419,19.259364,
25 Oct 2015,10,2015,25,Oct-15,Venice Marathon,Venice,Italy,M,45.440847,12.315515,
25 Oct 2015,10,2015,25,Oct-15,St Denis Half Marathon - La Voie Royale,St Denis,France,H,48.936181,2.357442,
25 Oct 2015,10,2015,25,Oct-15,Heidelberg Cement Tbilisi Halfmarathon,Tbilisi,Georgia,H/R,41.715137,44.827095,
25 Oct 2015,10,2015,25,Oct-15,Grand Marathon International De Casablanca,Casablanca,Morocco,M/H/R,33.57311,-7.589843,
25 Oct 2015,10,2015,25,Oct-15,Jakarta Marathon,Jakarta,Indonesia,M/H/R,-6.208763,106.845598,
25 Oct 2015,10,2015,25,Oct-15,UWI-SPEC Half Marathon,St Augustine,Trinidad and Tobago,H,10.647341,-61.399777,
26 Oct 2015,10,2015,26,Oct-15,SSE Airtricity Dublin Marathon,Dublin,Ireland,M,53.349805,-6.260309,
30 Oct 2015,10,2015,30,Oct-15,Erbil Marathon,Erbil,Iraq,M/H/R,36.206293,44.008869,
30 Oct 2015,10,2015,30,Oct-15,Niagara Falls International Marathon,Niagara Falls,Canada,M,43.089557,-79.084943,
29 Nov 2015,11,2015,29,Nov-15,Quito21k Mitad del Mundo,Quito,Ecuador,H/R,-0.180653,-78.467838,
1 Nov 2015,11,2015,1,Nov-15,ASB Auckland Marathon,Auckland,New Zealand,M/H/R,-36.848459,174.763331,
1 Nov 2015,11,2015,1,Nov-15,Hangzhou International Marathon,Hangzhou,China,M,30.274085,120.15507,
1 Nov 2015,11,2015,1,Nov-15,TCS New York City Marathon,New York,USA,M,40.712783,-74.005941,
7 Nov 2015,11,2015,7,Nov-15,Yi Lan Chiang Wei Shui Memorial Freeway Marathon,Taipei,Taiwan,M/H,25.032969,121.565417,
7 Nov 2015,11,2015,7,Nov-15,3-Sjoerslopet,Stavanger,Norway,H,58.969975,5.733107,
8 Nov 2015,11,2015,8,Nov-15,Athens Marathon The Authentic,Athens,Greece,M,37.983917,23.729359,
8 Nov 2015,11,2015,8,Nov-15,Porto Marathon EDP,Porto,Portugal,M,41.157943,-8.629105,
8 Nov 2015,11,2015,8,Nov-15,BDL Beirut Marathon,Beirut,Lebanon,M,33.888628,35.495479,
8 Nov 2015,11,2015,8,Nov-15,Ravenna City of Art International Marathon,Ravenna,Italy,M/H,44.418359,12.203529,
8 Nov 2015,11,2015,8,Nov-15,Garda Trentino Half Marathon,Garda Trentino,Italy,H,45.604938,10.635141,
8 Nov 2015,11,2015,8,Nov-15,French Riviera Marathon Nice-Cannes,Nice,France,M,43.710172,7.261953,
8 Nov 2015,11,2015,8,Nov-15,Big Sur Half Marathon on Monterey Bay,Monterey Bay,USA,H,36.800741,-121.947311,
8 Nov 2015,11,2015,8,Nov-15,Shanghai International Marathon,Shanghai,China,M,31.230416,121.473701,
11 Nov 2015,11,2015,11,Nov-15,Volcano Marathon,San Pedro de Atacama,Chile,M/H,-22.908707,-68.199715,
14 Nov 2015,11,2015,14,Nov-15,GulfBank 642 Marathon,Souq Sharq,Kuwait,M/H/R,29.388948,47.981273,
15 Nov 2015,11,2015,15,Nov-15,Standard Chartered Bangkok Marathon,Bangkok,Thailand,M,13.75633,100.501765,
15 Nov 2015,11,2015,15,Nov-15,Havana Marabana Marathon & Half,Havana,Cuba,M/H,23.054069,-82.345189,
15 Nov 2015,11,2015,15,Nov-15,Maraton Valencia Trinidad Alfonso,Valencia,Spain,M,39.469907,-0.376288,
15 Nov 2015,11,2015,15,Nov-15,Rock'n'Roll Las Vegas Marathon & Half,Las Vegas,USA,M/H,36.169941,-115.139829,
15 Nov 2015,11,2015,15,Nov-15,Vodafone 37th Istanbul Marathon,Istanbul,Turkey,M/H/R,41.008237,28.978358,
15 Nov 2015,11,2015,15,Nov-15,Kanazawa Marathon,Kanazawa,Japan,M,36.561325,136.656205,
15 Nov 2015,11,2015,15,Nov-15,Kobe Marathon,Kobe,Japan,M,34.690083,135.195511,
15 Nov 2015,11,2015,15,Nov-15,Verona Marathon,Verona,Italy,M/H,45.438384,10.991621,
15 Nov 2015,11,2015,15,Nov-15,Saitama International Marathon,Saitama,Japan,M,35.861729,139.645482,
19 Nov 2015,11,2015,19,Nov-15,Antarctic Ice Marathon & 100k,Union Glacier Camp,Antarctica,M/U,-78.525483,-85.617147,
20 Nov 2015,11,2015,20,Nov-15,15th Pharaonic 100km,Faiyum,Egypt,U,29.308402,30.842849,
21 Nov 2015,11,2015,21,Nov-15,Medio Maraton Turistico Riviera Nayarit,Riviera Nayarit,Mexico,H/R,20.752178,-105.327277,
22 Nov 2015,11,2015,22,Nov-15,Penang Bridge International Marathon,Perai,Malaysia,M,5.377294,100.400145,
22 Nov 2015,11,2015,22,Nov-15,Great Ethiopian Run 10km,Addis Ababa,Ethiopia,R,8.980603,38.75776,
22 Nov 2015,11,2015,22,Nov-15,21k Nuevo Leon,Nuevo Leon,Mexico,H,25.592172,-99.996194,
22 Nov 2015,11,2015,22,Nov-15,Gore-Tex Philadelphia Marathon,Philadelphia,USA,M/H,39.952583,-75.165221,
25 Nov 2015,11,2015,25,Nov-15,Chosunilbo Chuncheon Marathon,Chuncheon,South Korea,M,37.881315,127.72997,
27 Nov 2015,11,2015,27,Nov-15,Eilat Full Desert Marathon,Eilat,Israel,H/R,29.557669,34.951925,
28 Nov 2015,11,2015,28,Nov-15,Bagan Temple Marathon,Bagan,Myanmar,M/H/R,21.171727,94.858545,
28 Nov 2015,11,2015,28,Nov-15,100km of the Namib Desert,Windhoek,Namibia,U,-22.56088,17.065754,
29 Nov 2015,11,2015,29,Nov-15,Mount Fuji Marathon,Honshu Island,Japan,M,35.360555,138.727777,
29 Nov 2015,11,2015,29,Nov-15,Maraton Donostia ̢ San Sebastian,San Sebastian,Spain,M,43.318334,-1.981231,
29 Nov 2015,11,2015,29,Nov-15,Airtel Delhi Half Marathon,Delhi,India,H,28.613939,77.209021,
29 Nov 2015,11,2015,29,Nov-15,Serge Vigot La Rochelle International Marathon,La Rochelle,France,M,46.160329,-1.151139,
29 Nov 2015,11,2015,29,Nov-15,Firenze Marathon,Florence,Italy,M,43.76956,11.255813,
29 Nov 2015,11,2015,29,Nov-15,Gran Maraton Pacifico,Mazatlan,Mexico,M/H,23.249414,-106.411142,
29 Nov 2015,11,2015,29,Nov-15,KLM Curacao Marathon,Willemstad,Curacao,M/H/R,12.122422,-68.882423,
29 Nov 2015,11,2015,29,Nov-15,Marathon du Gabon,Libreville,Gabon,M,0.416197,9.467267,
29 Nov 2015,11,2015,29,Nov-15,XXXIX Panama International Marathon 2015,Panama City,Panama,M,9.101178,-79.402863,
29 Nov 2015,11,2015,29,Nov-15,UNICEF Charity Run Half Marathon,Hong Kong,Hong Kong,H/R,22.396428,114.109497,
1 Nov 2015,11,2015,1,Nov-15,JoongAng Seoul Marathon,Seoul,South Korea,M,37.566535,126.977969,
4 Dec 2015,12,2015,4,Dec-15,Ayla Red Sea Half Marathon,Aqbar,Jordan,M/H/R,32.940786,35.495515,
5 Dec 2015,12,2015,5,Dec-15,Reggae Marathon & Half Marathon & 10K,Negril,Jamaica,M/H/R,18.268305,-78.347242,
5 Dec 2015,12,2015,5,Dec-15,Bengaluru Midnight Marathon,Bangalore,India,M/H/R,12.971598,77.594562,
6 Dec 2015,12,2015,6,Dec-15,Intertrust Cayman Islands Marathon,Seven Mile Beach,Cayman Islands,M,19.333867,-81.381699,
6 Dec 2015,12,2015,6,Dec-15,Standard Chartered Marathon Singapore,Singapore,Singapore,M/H/R,1.280094,103.850949,
6 Dec 2015,12,2015,6,Dec-15,Angkor Wat Int'l Half Marathon,Siem Reap,Cambodia,H,13.367096,103.844813,
6 Dec 2015,12,2015,6,Dec-15,Maraton Cabberty Malaga,Malaga,Spain,M,36.721261,-4.421265,
6 Dec 2015,12,2015,6,Dec-15,Macao Galaxy Entertainment International Marathon,Macao,Macao,M/H,22.198745,113.543873,
6 Dec 2015,12,2015,6,Dec-15,San Jose Costa Rica International Marathon & Half,San Jose,Costa Rica,M,9.928069,-84.090724,
6 Dec 2015,12,2015,6,Dec-15,Discoveries Half Marathon,Lisbon,Portugal,M,38.722252,-9.139336,
6 Dec 2015,12,2015,6,Dec-15,Milo Marathon Manila Finals Race & 3k & 5k & 10k & 21k,Manila,Philippines,M/H/R,14.599512,120.984219,
6 Dec 2015,12,2015,6,Dec-15,68th Fukuoka International Open Marathon Championship,Fukuoka,Japan,M,33.590354,130.401715,
6 Dec 2015,12,2015,6,Dec-15,Run Barbados Marathon Weekend,St Lawrence Gap,Barbados,M/H/R,13.066043,-59.566029,
6 Dec 2015,12,2015,6,Dec-15,Pune International Marathon,Kolkata,India,M,22.572646,88.363894,
13 Dec 2015,12,2015,13,Dec-15,Sfax Marathon International Olive Trees,Sfax,Tunisia,M/H,34.747846,10.766163,
13 Dec 2015,12,2015,13,Dec-15,Nara Marathon,Nara,Japan,M/R,34.685086,135.805,
13 Dec 2015,12,2015,13,Dec-15,Maraton Powerade Monterrey,Monterrey,Mexico,M,25.686614,-100.316112,
13 Dec 2015,12,2015,13,Dec-15,St. Croix International Marathon,St Croix,US Virgin Islands,M,17.728923,-64.750027,
20 Dec 2015,12,2015,20,Dec-15,Taipei Marathon,Taipei,Taiwai,M/H/R,25.032969,121.565417,
20 Dec 2015,12,2015,20,Dec-15,Tata Steel Kolkata 25km,Kalkuta,India,R,22.572646,88.363894,
26 Dec 2015,12,2015,26,Dec-15,El Corte Ingles Sao Silvestre de Lisboa,Lisbon,Portugal,R,38.722252,-9.139336,
31 Dec 2015,12,2015,31,Dec-15,Sao Silvestre de Luanda 10k,Luanda,Angola,R,-8.839987,13.289436,
29 Nov 2015,11,2015,29,Nov-15,100km of the Namib Desert,Windhoek,Namibia,U,-22.56088,17.065754,
1 Jan 2016,1,2016,1,Jan-16,Neujahrsmarathon Zurich,Zurich,Switzerland,M/H/R,47.376886,8.541694,
7 Jan 2016,1,2016,7,Jan-16,Siberian Ice Half Marathon,Omsk,Russia,H,54.98848,73.324236,
8 Jan 2016,1,2016,8,Jan-16,Tiberias Sea of Galilee Marathon,Sea of Galilee,Israel,M,32.824432,35.587997,
11 Jan 2016,1,2016,11,Jan-16,Cebu Marathon,Cebu,Philippines,M/H/R,10.315699,123.885436,
15 Jan 2016,1,2016,15,Jan-16,Egyptian Marathon,Cairo,Egypt,M,30.044419,31.235711,
17 Jan 2016,1,2016,17,Jan-16,Maui Ocean Front Marathon & Half,Maui,USA,M,20.798362,-156.331925,
17 Jan 2016,1,2016,17,Jan-16,Chevron Houston Marathon and Aramco Houston Half Marathon,Houston TX,USA,M/H,29.760426,-95.369802,
17 Jan 2016,1,2016,17,Jan-16,Standard Chartered Mumbai Marathon,Mumbai,India,M/H,19.075983,72.877655,
17 Jan 2016,1,2016,17,Jan-16,Marathon Bahamas & Half & Relay,Nassau,Bahamas,M/H/R,25.047983,-77.355413,
17 Jan 2016,1,2016,17,Jan-16,Gammon China Coast Marathon & Half,Hong Kong,Hong Kong,M/H,22.396428,114.109497,
17 Jan 2016,1,2016,17,Jan-16,Standard Chartered Hong Kong Marathon,Hong Kong,Hong Kong,M,-23.806346,-45.401653,
20 Jan 2016,1,2016,20,Jan-16,Corrida De Sao Sebastiao,Sao Sebastiao,Brazil,R,24.846496,-107.359751,
24 Jan 2016,1,2016,24,Jan-16,Maraton Internacional de Culiacan,Culiacan,Mexico,M,24.846496,-107.359751,
24 Jan 2016,1,2016,24,Jan-16,Khon Kaen International Marathon,Khon Kaen,Thailand,M/H/R,16.441935,102.835992,
24 Jan 2016,1,2016,24,Jan-16,Mitja Marato Internacional Vila De Santa Pola,Santa Pola,Spain,H,38.196561,-0.561243,
24 Jan 2016,1,2016,24,Jan-16,DISA Gran Canaria Maraton,Las Palmas de Gran Canaria,Canary Islands,M/H,28.123545,-15.436257,
31 Jan 2016,1,2016,31,Jan-16,Grande Premio Fim da Europa,Sintra,Portugal,R,38.802868,-9.381658,
31 Jan 2016,1,2016,31,Jan-16,Marathon & Semi-marathon International de Marrakech,Marrakech,Morocco,M/H,31.629472,-7.981084,
31 Jan 2016,1,2016,31,Jan-16,Osaka Women's Marathon,Osaka,Japan,M,34.693737,135.502165,
** Jan 2016,1,2016,**,Jan-16,Xiamen International Marathon,Xiamen,China,M,24.479834,118.089425,
** Jan 2016,1,2016,**,Jan-16,Tainan Ancient Capital Marathon,Tainan,Taiwan,M/H/R,22.999899,120.226875,
7 Feb 2016,2,2016,7,Feb-16,Beppu-Oita Mainichi Marathon,Beppu,Japan,M,33.28462,131.491213,
7 Feb 2016,2,2016,7,Feb-16,Mostra d'Oltremare Half Marathon,Naples,Italy,H,40.851774,14.268124,
7 Feb 2016,2,2016,7,Feb-16,Kagawa Marugame International Half Marathon,Marugame,Japan,M,Kyoto,Japan,
7 Feb 2016,2,2016,7,Feb-16,Mitja Marato Granollers,Granollers,Spain,H,41.606192,2.287088,
12 Feb 2016,2,2016,12,Feb-16,RAK Half Marathon,Ras Al Khaimah,UAE,H/R,25.800692,55.976199,
13 Feb 2016,2,2016,13,Feb-16,Al Amerat Challenge Race,Al Amerat,Oman,R,23.549873,58.273298,
13 Feb 2016,2,2016,13,Feb-16,Nelson Mandela 27km for Freedom Run,South Africa,Paarl,R,-33.73423,18.962109,
14 Feb 2016,2,2016,14,Feb-16,Giulietta & Romeo Half Marathon,Verona,Italy,H,45.438384,10.991621,
14 Feb 2016,2,2016,14,Feb-16,eDreams Mitja Marato de Barcelona,Barcelona,Spain,H,41.385063,2.173403,
21 Feb 2016,2,2016,21,Feb-16,Maratona di San Valentino,San Valentino,Italy,M/H,42.234976,13.987588,
21 Feb 2016,2,2016,21,Feb-16,Kyoto Marathon(planned),Kyoto,Japan,M/R,35.011636,135.768029,
21 Feb 2016,2,2016,21,Feb-16,Kitakyushu Marathon (Date to be confirmed),Kitakyushu,Japan,M,33.883409,130.875216,
21 Feb 2016,2,2016,21,Feb-16,Ohme-Hochi 30km Road Race (&10km),Ohme,Japan,R,35.488494,140.309826,
21 Feb 2016,2,2016,21,Feb-16,Kaohsiung Mizuno International Marathon,Kaohsiung,Taiwan,M,22.627278,120.301435,
22 Feb 2016,2,2016,22,Feb-16,Sahara Marathon,Tindouf,Algeria,M/H,27.676101,-8.127652,
26 Feb 2016,2,2016,26,Feb-16,Tel Aviv Samsung Marathon,Tel Aviv,Israel,M/H/R,32.085299,34.781767,
28 Feb 2016,2,2016,28,Feb-16,Maritzburg City Marathon,Maritzburg,South Africa,M/H,-26.208744,28.061146,
28 Feb 2016,2,2016,28,Feb-16,Tokyo Marathon,Tokyo,Japan,M,35.709025,139.731992,
28 Feb 2016,2,2016,28,Feb-16,Kilimanjaro Marathon,Moshi,Tanzania,M,-3.343947,37.329286,
28 Feb 2016,2,2016,28,Feb-16,The Carthage Race International Marathon,Carthage,Tunisia,M/H/R,36.852919,10.321724,
28 Feb 2016,2,2016,28,Feb-16,Kinmen Marathon,Kinmen,Taiwan,M/H/R,24.445833,118.376111,
,2,2016,**,Feb-16,Taipei Standard Chartered Charity Marathon,Taipei,Taiwan,M/H/R,25.032969,121.565417,
,2,2016,**,Feb-16,Cape Peninsula Marathon,Cape Town,South Africa,M/H,-33.924868,18.424055,
,2,2016,**,Feb-16,Medio Maraton International Guadalajara,Guadalajara,Mexico,H,20.659698,-103.349609,
28 Feb 2016,2,2016,28,Feb-16,Seychelles Eco-Friendly Marathon,Victoria,Seychelles,M,-4.619143,55.451314,
,2,2016,**,Feb-16,Gyeonggi International Half Marathon,Gyeonggi,South Korea,H,37.413799,127.518299,
6 Mar 2016,3,2016,6,Mar-16,Treviso Marathon 1.3,Treviso,Italy,M,45.666889,12.243043,
6 Mar 2016,3,2016,6,Mar-16,Semi Marathon de Paris,Paris,France,H,48.856614,2.352221,
6 Mar 2016,3,2016,6,Mar-16,Sihanoukville International Half Marathon,Sihanoukville,Cambodia,H,10.625301,103.523396,
6 Mar 2016,3,2016,6,Mar-16,Nafplio Marathon,Nafplio,Greece,M/H,37.567317,22.801553,
6 Mar 2016,3,2016,6,Mar-16,Lake Biwa Mainichi Marathon,Otsu,Japan,M,35.017892,135.854607,
6 Mar 2016,3,2016,6,Mar-16,9th Lake Maggiore Half Marathon,Lake Maggiore,Italy,H,45.967621,8.653258,
12 Mar 2016,3,2016,12,Mar-16,Antarctica Marathon & Half,Antarctia,Antarctica,M/H,-61.988193,-58.019604,
12 Mar 2016,3,2016,12,Mar-16,Rock 'n' Roll DC Marathon & Half Marathon,Washington DC,USA,M/H,38.907192,-77.03687,
13 Mar 2016,3,2016,13,Mar-16,Nagoya Women's Marathon,Nagoya,Japan,M,35.181446,136.906397,
13 Mar 2016,3,2016,13,Mar-16,Gran Maraton Mexiquense,Metepec,Mexico,M,19.252886,-99.59855,
13 Mar 2016,3,2016,13,Mar-16,Zurich Marato De Barcelona,Barcelona,Spain,M,41.385063,2.173403,
13 Mar 2016,3,2016,13,Mar-16,Runatolia Marathon (Half +10km),Antalya,Turkey,M/H/R,36.89689,30.713323,
